#
# File created on 2019-05-18 23:23:48 EDT
# Refresh Date: 2018-06
#
# U.S. Geological Survey
#
# This file contains selected WaterUse data 
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
#  * References to sources of water-use data can be found here. - https://water.usgs.gov/watuse
#
#  Search Criteria:
#  Year(s)          - ALL
#  Area             - County
#  County Codes(s)  - ALL
#  County Name(s)   - --ALL Counties--
#  Category Code(s) - TP
#  Category Name(s) - Total Population
#
#  Columns:
#  state_cd    - State Code
#  state_name  - State Name
#  county_cd   - County Code
#  county_nm   - County Name
#  year        - Year
#
#  The following categories are included: 
#  Total Population total population of area, in thousands 
#
state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands
46	South Dakota	071	Jackson County	2000	2.930
46	South Dakota	071	Jackson County	2005	2.858
46	South Dakota	071	Jackson County	2010	3.031
46	South Dakota	071	Jackson County	2015	-
46	South Dakota	073	Jerauld County	1985	2.780
46	South Dakota	073	Jerauld County	1990	2.420
46	South Dakota	073	Jerauld County	1995	2.340
46	South Dakota	073	Jerauld County	2000	2.300
46	South Dakota	073	Jerauld County	2005	2.136
46	South Dakota	073	Jerauld County	2010	2.071
46	South Dakota	073	Jerauld County	2015	-
46	South Dakota	075	Jones County	1985	1.500
46	South Dakota	075	Jones County	1990	1.320
46	South Dakota	075	Jones County	1995	1.320
46	South Dakota	075	Jones County	2000	1.190
46	South Dakota	075	Jones County	2005	1.033
46	South Dakota	075	Jones County	2010	1.006
46	South Dakota	075	Jones County	2015	-
46	South Dakota	077	Kingsbury County	1985	6.540
46	South Dakota	077	Kingsbury County	1990	5.920
46	South Dakota	077	Kingsbury County	1995	5.740
46	South Dakota	077	Kingsbury County	2000	5.820
46	South Dakota	077	Kingsbury County	2005	5.532
46	South Dakota	077	Kingsbury County	2010	5.148
46	South Dakota	077	Kingsbury County	2015	-
46	South Dakota	079	Lake County	1985	10.960
46	South Dakota	079	Lake County	1990	10.550
46	South Dakota	079	Lake County	1995	10.800
46	South Dakota	079	Lake County	2000	11.280
46	South Dakota	079	Lake County	2005	11.039
46	South Dakota	079	Lake County	2010	11.200
46	South Dakota	079	Lake County	2015	-
46	South Dakota	081	Lawrence County	1985	19.180
46	South Dakota	081	Lawrence County	1990	20.660
46	South Dakota	081	Lawrence County	1995	22.450
46	South Dakota	081	Lawrence County	2000	21.800
46	South Dakota	081	Lawrence County	2005	22.395
46	South Dakota	081	Lawrence County	2010	24.097
46	South Dakota	081	Lawrence County	2015	-
46	South Dakota	083	Lincoln County	1985	14.310
46	South Dakota	083	Lincoln County	1990	15.430
46	South Dakota	083	Lincoln County	1995	17.670
46	South Dakota	083	Lincoln County	2000	24.130
46	South Dakota	083	Lincoln County	2005	33.381
46	South Dakota	083	Lincoln County	2010	44.828
