"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Marlyville-Fontainebleau","New Orleans","LA","New Orleans-Metairie","Orleans Parish",302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1700,1600,1412.5,1500,1400,1325,1350,1387.5,1450,1450,1450,1600,1475,1500,1600,1525,1572.5,1500,1525,1500,1500,1500,1500,1500
"Ukrainian Village","Chicago","IL","Chicago-Naperville-Elgin","Cook County",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.5,1700,1690,1737.5,1800,1800,1800,1895,1800,1900,1862.5,1875,1950,1912.5,1912.5,1950,2000,2150,1950,1950,1887.5,1800,1800,1877,1800,1900,1875,1850
"Southside Flats","Pittsburgh","PA","Pittsburgh","Allegheny County",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,1497.5,1495,1500,1450,1500,1450,1350,1445,1375,1335,1375,1350,1445,1400,1450,1397.5,1400,1350,1295,1372.5,1445,1395,1499.5,1650,1600,1585
"NoHo","New York","NY","New York-Newark-Jersey City","New York County",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795,4637.5,3862.5,3875,3650,3650,3695,3695,3650,3695,3700,3895,3880,4075,3925,3795,3672.5,3750,3750,3799.5,3800,3900,4095,4395,4500,4500,4550,4500,4350,4272.5,4347.5,4395,4501,4125,4200,4295,4445,4495,4550,4498,4495,4610,4650,4500,4501,4472.5,4172.5,4501,4045,4050,3912.5,4245,4295,4095,3950,4247.5,4195,4295,4225,4197,4395,4350,4295,4350,4162.5,3995,4212.5,4125,4225,4550,4900,4448,5150,4700,4462.5,4550,4550,4435,4245,4150,4622.5
"Aggasiz - Harvard North","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2450,2520,2555,2800,2530,2900,3100,3050,2750,2800,2800,2900,2942.5,2630,2680
"Fulton River District","Chicago","IL","Chicago-Naperville-Elgin","Cook County",307,,,,,,,,,,,,,,,,,,,,,,2061,2093.5,2199,2387.5,2021,2004,1918,1895,1802,1821.5,1861,1876,1841.5,1980,1950,1936,1980,1999.5,2000,2023,1989,2019,1989,1980.5,2035,2054,2070,2080,2065,2045,2056,2028,2026,2100,2101,2061,2104,2075,2059.5,2061,2182,2130,2131,2086,2150,2107.5,2100,2074,2081,2097,2081,1950,1933,2035,2115,2135,1950,2122,2165,1895,2053,1971,1950,1950,2000,2115,2115,2135,2092,2037,2101,2044,2070,2070,2100,2107,2130,2375,2300,2345,2400,2527.5,2140,2105,2127.5,2139.5,2101,2115
"Main-Chicago","Evanston","IL","Chicago-Naperville-Elgin","Cook County",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535,1515,1495,1549,1500,1495,1495,1495,1495,1495,1495,1490,1445,1445
"Magoun Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,1885,2100,2200,2300,2465,2602.5,2550,2500,2475,2325,2100,2175,2500,2550,2599,2574.5,2500,2525,2600,2650,2600,2550,2500,2400,2500,2550,2612.5,2700
"Garment District","New York","NY","New York-Newark-Jersey City","New York County",310,,,,,,,,,,,,,,3300,3300,3495,3580,3495,3566,3590,3497.5,3465,3455,3412.5,3299.5,3350,3400,3450,3500,3472.5,3495,3465,3550,3595,3450,3450,3450,3497.5,3500,3495,3500,3500,3350,3300,3320,3300,3390,3390,3395,3480,3540,3300,3400,3400,3395,3495,3500,3512.5,3400,3500,3650,3500,3430,3430,3800,3895,3650,3700,3797.5,3795,3597.5,3500,3500,3395,3865,3800,3550,3870,3775,3865,3770,3647,3800,3925,3969.5,3831,3767.5,3969,3969,3969,3957,3687,3623,3600,3632,3628,3607.5,3660,3865,3950,3995,3900,3988,3895,3895,3900,3946,4107,4385
"Lincoln Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1495,1595,1590,1590,1525,1500,1525,1525,1495,1475,1525,1437.5,1475,1500,1464,1597.5,1650,1572.5,1525.5,1526,1579,1725,1495,1425,1541.5,1598
"Aspinwall Hill","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3200,3095,2797.5,2600,2550,2567.5,2730,2450,2550,2525,2795
"South Pointe","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900,5950,5500,5500,5500,5250,5200,5350,4900,4937.5,4750,4750,4750,4675,4750,4550,4400,4400,4625
"Central Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2662.5,2800,2687.5,2637.5,2925,3200,2650,2197.5,2400,2400,2137.5,2425,2500,2500,2497,2499,2337.5,2550,2500,2695,2390,2397.5,2150,2277.5,2300,2375,2600,2700,2600,2600,2550,2600,2600,2450,2252.5,2400
"Goose Island","Chicago","IL","Chicago-Naperville-Elgin","Cook County",315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.5,2139,2254,2403.5,2182,2111.5,2070,2100,2182,2175,2078,2251,2327,2400,2398,2141,2200,2104,2190,2275,2322,2300,2350,2490
"Central Business District","Denver","CO","Denver-Aurora-Lakewood","Denver County",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597.5,2450,2595,2697.5,2400,2695,2800,2450,2750,2800,2400,2500,2250
"Central Business District","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1544,1457.5,1425,1430,1395,1464.5,1457.5,1590,1455,1455,1678,1615.5,1671,1710.5,1818,1625,1528,1350,1534,1559,1554,1479,1535,1535,1514,1597.5,1507,1372.5
"Ranch Triangle","Chicago","IL","Chicago-Naperville-Elgin","Cook County",318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2425,2295,2325,2350,2272.5,1995,2247.5,2475,2475,2297.5,2250,2195,2237.5
"Wrigleyville","Chicago","IL","Chicago-Naperville-Elgin","Cook County",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.5,1850,1950,2080,1950,1790,1750,1675,1650,1725,1700,1900,1950,1850,1900,1850,1897.5,1795,1795,1750,1750,1725,1795,1730,1865,1920
"Corey Hill","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,2850,2825,2695,3000,2900,2597.5,2350,2400,2800,2595,2595,2575,2550,2550,2500,2500,2497.5,2532.5,2595,2800,2800,2800,2800
"Downtown","Boston","MA","Boston-Cambridge-Newton","Suffolk County",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3195,3050,3300,3400,3400,3320,3070,3300,3497,3557.5,3400
"French Quarter","New Orleans","LA","New Orleans-Metairie","Orleans Parish",322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1900,1950,1850,1850,1800,1750,1800,1800,1825,1797.5,1800,1800,1825,1772.5,1895,1800,1725,1725,1695,1775,1700,1700,1750,1900,1900,1900
"DUMBO","New York","NY","New York-Newark-Jersey City","Kings County",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4896,4950,5047.5,5292.5,4950,5083.5,4740,4500,4868,5115,4288,4148,4192,3900,4240,4472,4470,4980,4823,4745,4950,4950,4569,4495,4628.5,4703
"City Center","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3000,3000,3200,3000,2850,2450,2475,2500,2625,2945,3000,2500,2500,2500,2550,2450,2300,2350,2450
"Dearborn Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,2114.5,1896,1889,1915,1911.5,1884.5,1992.5,2019.5,2051.5,2142,2150,2062,2035,2090,2010,1921.5,1907.5,1904.5,2101,2103,1955
"Port Morris","New York","NY","New York-Newark-Jersey City","Bronx County",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2050,2075,2200,2200,2417.5,2430,2429.5,2460,2331,2327,2050,2200,2326.5,2330,2395
"South East Ravenswood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1342.5,1385,1395,1385,1150,1150,1235,1235,1307.5,1240,1395,1392.5,1250,1345,1350,1350,1395,1245,1250,1250,1285,1375,1395,1575,1425
