"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Kenfield","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",2002,905,0.00443951165371809,0.00779510022271715,0.0378440366972477,1909
2019-04-30,"Heninger Park","CA","Los Angeles-Long Beach-Anaheim","Orange County","Santa Ana",2003,2623,-0.00379794910748196,0.0022927015666794,0.0384006334125099,746
2019-04-30,"Airport Heights","AK","Anchorage","Anchorage Borough","Anchorage",2004,1603,0.00124921923797626,0.00124921923797626,-0.00743034055727554,1862
2019-04-30,"Black Mountain","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",2005,1416,0.00568181818181818,0.0179726815240834,0.0686792452830189,2513
2019-04-30,"North City","CA","San Diego-Carlsbad","San Diego County","San Diego",2006,5068,0.000394788787998421,0.0097629009762901,0.0254957507082153,1912
2019-04-30,"Fort Pierce North","FL","Port St. Lucie","Saint Lucie County","Fort Pierce",2007,1230,-0.00162337662337662,0.00654664484451719,0.0468085106382979,2091
2019-04-30,"King","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",2008,2054,0.00489236790606654,0.00636942675159236,0.00686274509803922,2166
2019-04-30,"Dilworth","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2009,1705,0.00412249705535925,0.0124703087885986,0.0415394013439218,4246
2019-04-30,"West Queen Anne","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2010,2830,0.00247963159759122,0,0.00283486888731396,2775
2019-04-30,"Walker's Point","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",2011,892,0.00112233445566779,0.0045045045045045,0.0669856459330144,1497
2019-04-30,"Arbor Lodge","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",2012,2006,0.00501002004008016,0.00551378446115288,0.00753390256152687,2632
2019-04-30,"Edgerton","NY","Rochester","Monroe County","Rochester",2013,880,-0.00113507377979569,0.00113765642775882,0.0377358490566038,1665
2019-04-30,"Devonshire","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",2014,1592,0.00887198986058302,0.0371335504885993,0.13795568263045,2189
2019-04-30,"North River","OH","Toledo","Lucas County","Toledo",2015,696,0.00143884892086331,0.00723589001447178,0.0545454545454545,2187
2019-04-30,"Southeast","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",2016,1051,0,0.000952380952380952,0.00960614793467819,2566
2019-04-30,"Charlotte","NY","Rochester","Monroe County","Rochester",2017,1283,-0.000778816199376947,-0.00388198757763975,0.0214968152866242,2730
2019-04-30,"Gardenside-Colony","KY","Lexington-Fayette","Fayette County","Lexington",2018,1184,0,-0.00336700336700337,0.0198105081826012,2650
2019-04-30,"South City Community","KS","Wichita","Sedgwick County","Wichita",2019,707,0.00283687943262411,0.00855920114122682,0.0231548480463097,2214
2019-04-30,"Near NW-Riverside","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",2020,739,-0.00135135135135135,-0.00135135135135135,0.0437853107344633,3669
2019-04-30,"Park East","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",2021,1948,0.00257334019557385,0.00257334019557385,0.0345193839617631,1677
2019-04-30,"Sunnyslope","OR","Salem","Marion County","Salem",2022,1609,0.00186799501867995,-0.00062111801242236,-0.0254391278013325,2666
2019-04-30,"Jefferson Westside","OR","Eugene","Lane County","Eugene",2023,1358,0,0.00443786982248521,0.0518977536793183,2125
2019-04-30,"West End","MO","St. Louis","Saint Louis City","Saint Louis",2024,989,-0.00802407221664995,-0.0284872298624754,-0.0472061657032755,1572
2019-04-30,"Fairview","AK","Anchorage","Anchorage Borough","Anchorage",2025,1408,0.00356379187455453,0.00643316654753395,0.0173410404624277,1410
2019-04-30,"Inglewood (Riverwood)","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",2026,1708,0,0.00352526439482961,0.0239808153477218,2898
2019-04-30,"Dunning","IL","Chicago-Naperville-Elgin","Cook County","Chicago",2027,1741,0,-0.00172018348623853,0.0247204237786933,2455
2019-04-30,"Summerdale","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",2028,1127,0.00088809946714032,0.00088809946714032,0.0702754036087369,2123
2019-04-30,"Sulphur Springs","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",2029,1158,0.00433651344319167,0.0104712041884817,0.0527272727272727,2647
2019-04-30,"Delta","WA","Seattle-Tacoma-Bellevue","Snohomish County","Everett",2030,1740,-0.00172117039586919,0.00578034682080925,0.0583941605839416,1399
2019-04-30,"Business District","CA","Los Angeles-Long Beach-Anaheim","Orange County","Irvine",2031,2819,0.00106534090909091,-0.00177053824362606,0.0184248554913295,3215
2019-04-30,"North Lake","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2032,1398,0.00286944045911047,0.00938628158844765,0.0495495495495495,2377
2019-04-30,"University Park","TX","San Antonio-New Braunfels","Bexar County","San Antonio",2033,1137,-0.0035056967572305,-0.005249343832021,0.0576744186046512,1104
2019-04-30,"California Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",2034,2611,-0.0022927015666794,0.00230326295585413,0.0279527559055118,2330
2019-04-30,"Cardinal Hill-Pine Meadow","KY","Lexington-Fayette","Fayette County","Lexington",2035,1128,-0.00353356890459364,0.00624442462087422,0.0804597701149425,868
2019-04-30,"Spanos Park West","CA","Stockton-Lodi","San Joaquin County","Stockton",2036,2144,0.000466635557629491,0.012275731822474,0.0833754421424962,1661
